351992.727000,6259333.661000
351990.727000,6259333.661000
351988.727000,6259333.661000
351986.727000,6259333.661000
351986.727000,6259335.661000
351984.727000,6259335.661000
351982.727000,6259335.661000
351980.727000,6259335.661000
351978.727000,6259335.661000
351976.727000,6259335.661000
351974.727000,6259335.661000
351972.727000,6259335.661000
351970.727000,6259335.661000
351968.727000,6259335.661000
351966.727000,6259335.661000
351964.727000,6259335.661000
351962.727000,6259335.661000
351962.727000,6259337.661000
351962.727000,6259339.661000
351962.727000,6259341.661000
