351960.727000,6259335.661000
351960.727000,6259337.661000
351960.727000,6259339.661000
351960.727000,6259341.661000
351960.727000,6259343.661000
351960.727000,6259345.661000
351960.727000,6259347.661000
351960.727000,6259349.661000
351960.727000,6259351.661000
351960.727000,6259353.661000
351960.727000,6259355.661000
351960.727000,6259357.661000
351960.727000,6259359.661000
351960.727000,6259361.661000
351960.727000,6259363.661000
351960.727000,6259365.661000
351960.727000,6259367.661000
351960.727000,6259369.661000
351960.727000,6259371.661000
351960.727000,6259373.661000
351960.727000,6259375.661000
351960.727000,6259377.661000
351960.727000,6259379.661000
351960.727000,6259381.661000
351960.727000,6259383.661000
351960.727000,6259385.661000
351960.727000,6259387.661000
351960.727000,6259389.661000
351960.727000,6259391.661000
351960.727000,6259393.661000
351960.727000,6259395.661000
351960.727000,6259397.661000
351960.727000,6259399.661000
351960.727000,6259401.661000
351960.727000,6259403.661000
351960.727000,6259405.661000
351960.727000,6259407.661000
351960.727000,6259409.661000
351960.727000,6259411.661000
351960.727000,6259413.661000
351960.727000,6259415.661000
351960.727000,6259417.661000
351960.727000,6259419.661000
351960.727000,6259421.661000
351960.727000,6259423.661000
351960.727000,6259425.661000
351960.727000,6259427.661000
351960.727000,6259429.661000
351960.727000,6259431.661000
351960.727000,6259433.661000
351960.727000,6259435.661000
351960.727000,6259437.661000
351960.727000,6259439.661000
351960.727000,6259441.661000
351960.727000,6259443.661000
351960.727000,6259445.661000
351960.727000,6259447.661000
351960.727000,6259449.661000
351960.727000,6259451.661000
351960.727000,6259453.661000
351960.727000,6259455.661000
351960.727000,6259457.661000
351960.727000,6259459.661000
351960.727000,6259461.661000
351960.727000,6259463.661000
351960.727000,6259465.661000
351960.727000,6259467.661000
351960.727000,6259469.661000
351960.727000,6259471.661000
351960.727000,6259473.661000
351960.727000,6259475.661000
351960.727000,6259477.661000
351960.727000,6259479.661000
351960.727000,6259481.661000
351960.727000,6259483.661000
351960.727000,6259485.661000
351960.727000,6259487.661000
351958.727000,6259487.661000
351958.727000,6259489.661000
351958.727000,6259491.661000
351958.727000,6259493.661000
351958.727000,6259495.661000
351958.727000,6259497.661000
351958.727000,6259499.661000
351958.727000,6259501.661000
351958.727000,6259503.661000
351958.727000,6259505.661000
351958.727000,6259507.661000
351958.727000,6259509.661000
351958.727000,6259511.661000
351958.727000,6259513.661000
351958.727000,6259515.661000
351958.727000,6259517.661000
351958.727000,6259519.661000
351958.727000,6259521.661000
351958.727000,6259523.661000
351958.727000,6259525.661000
351958.727000,6259527.661000
351958.727000,6259529.661000
351958.727000,6259531.661000
351958.727000,6259533.661000
351958.727000,6259535.661000
351958.727000,6259537.661000
351958.727000,6259539.661000
351958.727000,6259541.661000
351958.727000,6259543.661000
351958.727000,6259545.661000
351958.727000,6259547.661000
351958.727000,6259549.661000
351958.727000,6259551.661000
351958.727000,6259553.661000
351958.727000,6259555.661000
351958.727000,6259557.661000
351958.727000,6259559.661000
351958.727000,6259561.661000
351956.727000,6259561.661000
