352036.727000,6259109.661000
352036.727000,6259111.661000
352036.727000,6259113.661000
352036.727000,6259115.661000
352036.727000,6259117.661000
352036.727000,6259119.661000
352036.727000,6259121.661000
352036.727000,6259123.661000
352036.727000,6259125.661000
352036.727000,6259127.661000
352036.727000,6259129.661000
352036.727000,6259131.661000
352036.727000,6259133.661000
352036.727000,6259135.661000
352036.727000,6259137.661000
352036.727000,6259139.661000
352036.727000,6259141.661000
352036.727000,6259143.661000
352036.727000,6259145.661000
352036.727000,6259147.661000
352036.727000,6259149.661000
352036.727000,6259151.661000
352036.727000,6259153.661000
352036.727000,6259155.661000
352036.727000,6259157.661000
352034.727000,6259157.661000
352034.727000,6259159.661000
352034.727000,6259161.661000
352032.727000,6259161.661000
352032.727000,6259163.661000
352032.727000,6259165.661000
352032.727000,6259167.661000
352030.727000,6259167.661000
352028.727000,6259167.661000
352028.727000,6259169.661000
352028.727000,6259171.661000
352028.727000,6259173.661000
352028.727000,6259175.661000
352028.727000,6259177.661000
352028.727000,6259179.661000
352028.727000,6259181.661000
352028.727000,6259183.661000
352028.727000,6259185.661000
352028.727000,6259187.661000
352028.727000,6259189.661000
352028.727000,6259191.661000
352028.727000,6259193.661000
352028.727000,6259195.661000
352028.727000,6259197.661000
352028.727000,6259199.661000
352028.727000,6259201.661000
352028.727000,6259203.661000
352028.727000,6259205.661000
352028.727000,6259207.661000
352028.727000,6259209.661000
352028.727000,6259211.661000
352028.727000,6259213.661000
352028.727000,6259215.661000
352028.727000,6259217.661000
352028.727000,6259219.661000
352028.727000,6259221.661000
352028.727000,6259223.661000
352028.727000,6259225.661000
352028.727000,6259227.661000
352028.727000,6259229.661000
352026.727000,6259229.661000
352026.727000,6259231.661000
352026.727000,6259233.661000
352026.727000,6259235.661000
352026.727000,6259237.661000
352026.727000,6259239.661000
352026.727000,6259241.661000
352026.727000,6259243.661000
352024.727000,6259243.661000
352024.727000,6259245.661000
352024.727000,6259247.661000
352024.727000,6259249.661000
352024.727000,6259251.661000
352024.727000,6259253.661000
352024.727000,6259255.661000
352024.727000,6259257.661000
352024.727000,6259259.661000
352024.727000,6259261.661000
352022.727000,6259261.661000
352020.727000,6259261.661000
352020.727000,6259263.661000
352018.727000,6259263.661000
352018.727000,6259265.661000
352018.727000,6259267.661000
352018.727000,6259269.661000
352018.727000,6259271.661000
352018.727000,6259273.661000
352018.727000,6259275.661000
352018.727000,6259277.661000
352018.727000,6259279.661000
352018.727000,6259281.661000
352018.727000,6259283.661000
352018.727000,6259285.661000
352018.727000,6259287.661000
352018.727000,6259289.661000
352018.727000,6259291.661000
352018.727000,6259293.661000
352018.727000,6259295.661000
352018.727000,6259297.661000
352018.727000,6259299.661000
352018.727000,6259301.661000
352018.727000,6259303.661000
352018.727000,6259305.661000
352016.727000,6259305.661000
352016.727000,6259307.661000
352014.727000,6259307.661000
352012.727000,6259307.661000
352010.727000,6259307.661000
352008.727000,6259307.661000
352006.727000,6259307.661000
352004.727000,6259307.661000
352002.727000,6259307.661000
352002.727000,6259309.661000
352002.727000,6259311.661000
352000.727000,6259311.661000
351998.727000,6259311.661000
351996.727000,6259311.661000
351994.727000,6259311.661000
351992.727000,6259311.661000
351992.727000,6259313.661000
351992.727000,6259315.661000
351992.727000,6259317.661000
351992.727000,6259319.661000
351992.727000,6259321.661000
351992.727000,6259323.661000
351992.727000,6259325.661000
351992.727000,6259327.661000
351992.727000,6259329.661000
351992.727000,6259331.661000
351992.727000,6259333.661000
351992.727000,6259335.661000
