351952.727,6259109.661,-5.907
351952.727,6259111.661,-6.318
351952.727,6259113.661,-6.838
351952.727,6259115.661,-7.075
351952.727,6259117.661,-7.178
351952.727,6259119.661,-7.295
351952.727,6259121.661,-7.851
351952.727,6259123.661,-8.257
351952.727,6259125.661,-8.623
351952.727,6259127.661,-9.061
351952.727,6259129.661,-9.695
351952.727,6259131.661,-10.14
351952.727,6259133.661,-10.367
351952.727,6259135.661,-10.63
351952.727,6259137.661,-11.041
351952.727,6259139.661,-11.622
351952.727,6259141.661,-12.295
351952.727,6259143.661,-12.861
351952.727,6259145.661,-12.921
351952.727,6259147.661,-12.876
351952.727,6259149.661,-12.945
351952.727,6259151.661,-13.24
351952.727,6259153.661,-13.593
351952.727,6259155.661,-13.97
351952.727,6259157.661,-14.178
351952.727,6259159.661,-14.423
351952.727,6259161.661,-14.809
351952.727,6259163.661,-15.215
351952.727,6259165.661,-15.652
351952.727,6259167.661,-16.158
351952.727,6259169.661,-16.767
351952.727,6259171.661,-17.344
351952.727,6259173.661,-17.719
351952.727,6259175.661,-18.006
351952.727,6259177.661,-18.508
351952.727,6259179.661,-18.951
351952.727,6259181.661,-18.972
351952.727,6259183.661,-18.953
351952.727,6259185.661,-19.154
351952.727,6259187.661,-19.517
351952.727,6259189.661,-20.068
351952.727,6259191.661,-20.794
351952.727,6259193.661,-21.287
351952.727,6259195.661,-21.544
351952.727,6259197.661,-21.918
351952.727,6259199.661,-22.39
351952.727,6259201.661,-23.011
351952.727,6259203.661,-23.547
351952.727,6259205.661,-24.107
351952.727,6259207.661,-24.702
351952.727,6259209.661,-25.069
351952.727,6259211.661,-25.453
351952.727,6259213.661,-25.723
351952.727,6259215.661,-25.997
351952.727,6259217.661,-26.215
351952.727,6259219.661,-26.355
351952.727,6259221.661,-26.47
351952.727,6259223.661,-26.59
351952.727,6259225.661,-26.636
351952.727,6259227.661,-26.581
351952.727,6259229.661,-26.404
351952.727,6259231.661,-26.231
351952.727,6259233.661,-26.168
351952.727,6259235.661,-26.059
351952.727,6259237.661,-26.01
351952.727,6259239.661,-25.953
351952.727,6259241.661,-25.923
351952.727,6259243.661,-25.788
351952.727,6259245.661,-25.711
351952.727,6259247.661,-25.8
351952.727,6259249.661,-26.017
351952.727,6259251.661,-26.145
351952.727,6259253.661,-26.012
351952.727,6259255.661,-25.941
351952.727,6259257.661,-25.833
351952.727,6259259.661,-25.549
351952.727,6259261.661,-25.149
351952.727,6259263.661,-25.186
351952.727,6259265.661,-25.537
351952.727,6259267.661,-26.422
351952.727,6259269.661,-27.41
351952.727,6259271.661,-27.666
351952.727,6259273.661,-28.421
351952.727,6259275.661,-29.667
351952.727,6259277.661,-29.698
351952.727,6259279.661,-27.812
351952.727,6259281.661,-26.029
351952.727,6259283.661,-25.014
351952.727,6259285.661,-24.456
351952.727,6259287.661,-24.033
351952.727,6259289.661,-23.589
351952.727,6259291.661,-23.452
351952.727,6259293.661,-23.427
351952.727,6259295.661,-23.384
351952.727,6259297.661,-23.334
351952.727,6259299.661,-23.328
351952.727,6259301.661,-23.429
351952.727,6259303.661,-23.802
351952.727,6259305.661,-24.664
351952.727,6259307.661,-25.56
351952.727,6259309.661,-26.347
351952.727,6259311.661,-27.156
351952.727,6259313.661,-28.125
351952.727,6259315.661,-28.484
351952.727,6259317.661,-28.565
351952.727,6259319.661,-28.471
351952.727,6259321.661,-28.443
351952.727,6259323.661,-28.37
351952.727,6259325.661,-28.335
351952.727,6259327.661,-28.304
351952.727,6259329.661,-28.363
351952.727,6259331.661,-28.426
351952.727,6259333.661,-28.41
351952.727,6259335.661,-27.733
